SU_100	SU_200	SU_300	SU_112	SU_212	SU_312	SU_130	SU_230	SU_330	SU_160	SU_260	SU_360	geneId
0.265499359023444	0.249749730384732	0.277890944313573	0.2847787449294	0.29547650612782	0.29463277399078	0.319031564385275	0.286479726634579	0.297740304664485	0.300191962346394	0.341471396825713	0.29203900614142	ENSG00000000419.13
0.294080873553154	0.301041059024623	0.305768211006663	0.269729059295278	0.29171555795857	0.288218953488074	0.292275654155979	0.326989539507456	0.321431578564237	0.272749380992989	0.274123168370755	0.269892997403455	ENSG00000000457.14
0.279944701386721	0.257840562569264	0.286465909540207	0.291639746314638	0.271577377376366	0.288133225071594	0.315403348011695	0.30711741309354	0.305647035272776	0.309149867373945	0.287902955663762	0.308276891510907	ENSG00000000460.17
0.31261992249393	0.311771740448455	0.308816830579849	0.293113652658935	0.289714887237735	0.286890098134588	0.300360341334062	0.301205821583469	0.297366941132511	0.282569634225047	0.260237088172606	0.264657889306724	ENSG00000001167.14
0.323259504469827	0.352002150622557	0.33604742083912	0.280797471866205	0.250924184233797	0.276862863995402	0.281406274347032	0.284643260316979	0.275363685800789	0.282312441153202	0.273482517862065	0.28278623267229	ENSG00000001629.10
0.324466415533651	0.270691609236555	0.266442267580916	0.343095041618941	0.306239288224038	0.298087184692963	0.345372176216497	0.293881760234875	0.289696347218767	0.25433648701873	0.269329715381174	0.232290801869577	ENSG00000002016.18
0.335992515713502	0.308631896195693	0.298720831858401	0.311923126372579	0.29183309988537	0.298253655616218	0.295492482115469	0.288193961921675	0.267555807672764	0.270318519581455	0.270137397559832	0.269918362079999	ENSG00000003137.8
0.280495422626986	0.264708348274191	0.278129419373956	0.289939065265949	0.304290143005295	0.297118447158407	0.305947813486737	0.307573854667252	0.328222738227381	0.272209189247457	0.283615557834933	0.296621984797631	ENSG00000003509.16
0.396027172603124	0.375619816980032	0.345263065725189	0.205143759529125	0.244377225832571	0.214119278698598	0.233337589918528	0.299950012312169	0.328834581601632	0.253421553909032	0.300800866588854	0.249933618084036	ENSG00000003987.14
0.326142112769528	0.363602321636798	0.398309331181723	0.248497876494551	0.265156537395989	0.263916523827621	0.270356551184142	0.273570778231514	0.268823158959537	0.261603722767836	0.276833354124725	0.261352553874642	ENSG00000003989.18
0.269420033735131	0.28013028047475	0.262611981882994	0.305697204959402	0.333284299929344	0.30359198841209	0.29304876658459	0.292500658960456	0.294177973801046	0.288419372818097	0.296703740455081	0.28913378992803	ENSG00000004059.11
0.257343574455299	0.263824635506103	0.27804389829851	0.285432350152187	0.290294408077143	0.324409348221359	0.284339485890585	0.290096159664741	0.31414823518802	0.28858326466945	0.313453708718026	0.316713810018474	ENSG00000004455.17
0.270061369762033	0.260402703754533	0.259261805112634	0.305329647379739	0.315993991743272	0.308468951697762	0.301088489288681	0.279748049489633	0.309805291190991	0.290535257821348	0.299177193676797	0.307533953214192	ENSG00000004779.10
0.317426730052214	0.323416731935596	0.312618963196356	0.273178248353157	0.280409989164838	0.278751543910038	0.302016751279975	0.300028940798972	0.280559011352775	0.292586486563091	0.292417714142435	0.25395236087267	ENSG00000004897.12
0.296429878822725	0.333606553722874	0.318569850877034	0.244808574119676	0.271507837297141	0.273397266752863	0.311783688562402	0.277786345183859	0.281647925713565	0.315573898006739	0.305519716657987	0.272488415772423	ENSG00000005020.13
0.264924108926557	0.280168231324592	0.270648738387918	0.291489102370999	0.299398878279688	0.313805763248799	0.28372813814212	0.293094238390877	0.305636281829267	0.289130471688209	0.309670261119667	0.308337772326759	ENSG00000005022.6
0.273326229456562	0.272238514652609	0.285201414809482	0.303580644198164	0.305262065261846	0.337089458706194	0.297470166336048	0.292180263764602	0.307917719561756	0.286609281771331	0.260377629418597	0.286139639043902	ENSG00000005073.6
0.333430281083	0.32422511447034	0.321284622513658	0.26949296218882	0.278715884676482	0.282403994192011	0.289815234257595	0.301335663229929	0.274061120645086	0.289867105306085	0.257275879712248	0.28304919836037	ENSG00000005100.13
0.360306837859585	0.331910742913165	0.343318954996226	0.304254830097034	0.261928546181074	0.260788840696032	0.323006582676999	0.309553008517131	0.238953766893976	0.279743132956877	0.232343353751408	0.23473781588465	ENSG00000005339.15
0.271810329420493	0.281841486777623	0.265458710334033	0.312179044058516	0.317198057177529	0.304250825132441	0.282497786787524	0.284433903132215	0.298737630912466	0.292469904228448	0.303070171827273	0.296032948097627	ENSG00000005448.17
0.295634146089267	0.348757831565559	0.349513546281285	0.275025821277794	0.268396466384576	0.274969720731012	0.314283535897961	0.286656233044334	0.268583728408667	0.292435773976766	0.266194986692719	0.257868765329486	ENSG00000005483.21
0.296455775299878	0.327684464184675	0.327601998130426	0.269427025968472	0.27581949726261	0.272848132240693	0.301854949409994	0.294509931332626	0.292352080624781	0.289894128613045	0.291596963264502	0.267446741256604	ENSG00000005700.15
0.294231406052723	0.355124885756038	0.407303902155007	0.247849580927487	0.264690324070065	0.242410822019041	0.271731255832343	0.267176965588169	0.318830785460738	0.269984026124679	0.265421582006901	0.27144335995344	ENSG00000005810.18
0.281153498765064	0.281265009568874	0.264755618500561	0.314386063528827	0.305092764848014	0.324756383698442	0.270955157481012	0.294910615324693	0.303001531336363	0.29076473120743	0.279801642493325	0.298029963516091	ENSG00000005882.12
0.34634209312888	0.337214001993596	0.328737489180195	0.272308217355766	0.269760457782708	0.252276081580898	0.292285720463593	0.303731960049118	0.278217230496883	0.298956164159005	0.271323720207615	0.245201088406673	ENSG00000005889.15
0.263152476605518	0.263435228443224	0.272189443387319	0.301129334979229	0.299500456798604	0.3074584549518	0.294834361881857	0.309691011051352	0.300697865707977	0.301895695104689	0.294800945096905	0.300776375336292	ENSG00000006007.12
0.254105081959429	0.267224868842159	0.236715836405404	0.306894634980906	0.335122973511318	0.298155206592006	0.298589988699095	0.297155415489691	0.307291180653105	0.28920726403951	0.299683121017078	0.31180614549736	ENSG00000006015.17
0.309447731295193	0.314752545328776	0.286737862416889	0.303188217011013	0.295596029601062	0.305451272740945	0.302249621061237	0.307854214766545	0.283092274297244	0.27717419056685	0.260844241748557	0.262137257860522	ENSG00000006062.17
0.2976383014055	0.330824752069763	0.321502449852562	0.283620766050697	0.275467781306797	0.284985178677894	0.281700155267275	0.299790491753542	0.281440089499324	0.289057351956665	0.279862633441723	0.283275199164634	ENSG00000006125.18
0.277684734603459	0.26365322684722	0.282227934819369	0.282816853189149	0.290728528510797	0.297480853071901	0.293170476361605	0.297256783419484	0.307791343460615	0.309389760098633	0.297493501768395	0.311103002624142	ENSG00000006194.10
0.259255167296069	0.245606924793847	0.259314145586838	0.269737546142847	0.294912086153725	0.292283143124877	0.2877494292925	0.286151721386742	0.308650243386302	0.308385931568862	0.332162548275569	0.353657956384629	ENSG00000006327.14
0.350267016401927	0.33644819700429	0.345648422924206	0.282119807197495	0.275073979352044	0.262422141751696	0.293355279402891	0.267915764952958	0.262849883208344	0.323507451984205	0.237574336790978	0.252140091928321	ENSG00000006432.15
0.326442690578397	0.343569670481167	0.399634800829755	0.266769310128883	0.236874296232335	0.234005532235463	0.338410009321698	0.301062796042731	0.250387295579039	0.267194110624158	0.247026614058798	0.257679567870688	ENSG00000006459.11
0.355418816184852	0.3402286268702	0.330484059931481	0.264068377084995	0.289461834001762	0.263450697556712	0.305333260950973	0.269038187242183	0.258490790146553	0.299932252301436	0.2411636736595	0.275763830369548	ENSG00000006607.14
