ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0000902	cell morphogenesis	72/640	258/4114	1.17797763114141e-07	0.000181764062307084	0.000167316955798038	SPAST/XK/PIK3CB/MAP4K4/PICALM/DLG1/TOP2B/USP33/SSH1/CTTN/DNM1L/RBFOX2/MYH9/NIN/STK4/ADNP/RP2/ARHGEF7/SPG11/COBL/MEGF9/DNMBP/UBE3A/TTL/TRAK2/RHOQ/GNA13/LRP1/ZSWIM6/BTBD3/NOTCH2/KIDINS220/WDR36/TAOK3/STXBP1/YAP1/ACTR2/MYPN/SHROOM3/PPP3CA/RB1/SS18/CELSR2/MYO10/EGFR/MSN/DOCK1/PRKCA/WASF2/CDC42SE2/EPB41/STC1/LARP4/RHOBTB3/LMTK2/ATP7A/PTK2/CLIC4/KIF5B/NPTX1/FBXW8/RCC2/PTPN11/TRAK1/SHTN1/ADARB1/SIPA1L1/ITSN2/SLC9A6/SMURF1/BMPR2/CUX1	72
GO:0120036	plasma membrane bounded cell projection organization	95/640	373/4114	1.31477941640923e-07	0.000181764062307084	0.000167316955798038	WWTR1/SPAST/XK/MAP4/ARID1B/LIMA1/PIK3CB/HDAC4/MAP4K4/PICALM/CLASP1/TOP2B/USP33/TNPO1/CTTN/DNM1L/RBFOX2/MYH9/NIN/ZMYND8/ADNP/KIF3B/FMR1/KLF5/ARHGEF7/SPG11/BLOC1S6/COBL/CILK1/TMEM30A/UBE3A/TTL/TANC1/TRAK2/MARK1/MTR/CAMSAP2/RHOQ/WDR11/OCRL/LRP1/ZSWIM6/UBE4B/BTBD3/NOTCH2/KIDINS220/STK26/WDR36/TAOK3/STXBP1/FNBP1L/ACTR2/MYPN/PPP3CA/NEDD1/RB1/CELSR2/IQSEC1/MYO10/EGFR/ASAP1/PRKCA/WASF2/CUL4B/VAV2/PAQR3/LMTK2/ATP7A/PTK2/YWHAG/KIF5B/NPTX1/SRGAP2C/IQCB1/ADCY6/CEP135/FBXW8/ANO6/GALNT11/RCC2/PTPN11/BBS10/TRAK1/CAMK1D/KIF24/SHTN1/ADARB1/HTT/SIPA1L1/ITSN2/SLC9A6/SMURF1/MTOR/BMPR2/CUX1	95
GO:0030030	cell projection organization	96/640	380/4114	1.70670481039516e-07	0.000181764062307084	0.000167316955798038	WWTR1/SPAST/XK/MAP4/ARID1B/LIMA1/PIK3CB/PKN2/HDAC4/MAP4K4/PICALM/CLASP1/TOP2B/USP33/TNPO1/CTTN/DNM1L/RBFOX2/MYH9/NIN/ZMYND8/ADNP/KIF3B/FMR1/KLF5/ARHGEF7/SPG11/BLOC1S6/COBL/CILK1/TMEM30A/UBE3A/TTL/TANC1/TRAK2/MARK1/MTR/CAMSAP2/RHOQ/WDR11/OCRL/LRP1/ZSWIM6/UBE4B/BTBD3/NOTCH2/KIDINS220/STK26/WDR36/TAOK3/STXBP1/FNBP1L/ACTR2/MYPN/PPP3CA/NEDD1/RB1/CELSR2/IQSEC1/MYO10/EGFR/ASAP1/PRKCA/WASF2/CUL4B/VAV2/PAQR3/LMTK2/ATP7A/PTK2/YWHAG/KIF5B/NPTX1/SRGAP2C/IQCB1/ADCY6/CEP135/FBXW8/ANO6/GALNT11/RCC2/PTPN11/BBS10/TRAK1/CAMK1D/KIF24/SHTN1/ADARB1/HTT/SIPA1L1/ITSN2/SLC9A6/SMURF1/MTOR/BMPR2/CUX1	96
GO:0051648	vesicle localization	27/640	68/4114	1.07121125782359e-06	0.000602870128469365	0.000554952356129942	FBXW11/PICALM/CLASP1/TMED2/SEC23A/KIF3B/SPG11/BLOC1S6/PPP6R3/SEC24A/TRAK2/KLHL12/WDR11/KIF13A/FNBP1L/SEC16A/SEC24D/FYCO1/GOLGA2/NLGN2/KIF5B/TRAK1/AP3M1/MYO6/HTT/ANKRD28/SEC22B	27
GO:0048858	cell projection morphogenesis	49/640	162/4114	1.13215047599881e-06	0.000602870128469365	0.000554952356129942	SPAST/XK/PIK3CB/MAP4K4/PICALM/TOP2B/USP33/CTTN/DNM1L/RBFOX2/NIN/ADNP/ARHGEF7/SPG11/COBL/UBE3A/TTL/TRAK2/LRP1/ZSWIM6/BTBD3/NOTCH2/KIDINS220/WDR36/TAOK3/STXBP1/ACTR2/MYPN/PPP3CA/CELSR2/EGFR/PRKCA/WASF2/LMTK2/ATP7A/PTK2/KIF5B/NPTX1/FBXW8/PTPN11/TRAK1/SHTN1/ADARB1/SIPA1L1/ITSN2/SLC9A6/SMURF1/BMPR2/CUX1	49
GO:0120039	plasma membrane bounded cell projection morphogenesis	49/640	162/4114	1.13215047599881e-06	0.000602870128469365	0.000554952356129942	SPAST/XK/PIK3CB/MAP4K4/PICALM/TOP2B/USP33/CTTN/DNM1L/RBFOX2/NIN/ADNP/ARHGEF7/SPG11/COBL/UBE3A/TTL/TRAK2/LRP1/ZSWIM6/BTBD3/NOTCH2/KIDINS220/WDR36/TAOK3/STXBP1/ACTR2/MYPN/PPP3CA/CELSR2/EGFR/PRKCA/WASF2/LMTK2/ATP7A/PTK2/KIF5B/NPTX1/FBXW8/PTPN11/TRAK1/SHTN1/ADARB1/SIPA1L1/ITSN2/SLC9A6/SMURF1/BMPR2/CUX1	49
GO:0031175	neuron projection development	66/640	244/4114	1.4362853502175e-06	0.00065556167056356	0.000603455829850783	SPAST/XK/MAP4/ARID1B/PIK3CB/MAP4K4/PICALM/TOP2B/USP33/CTTN/DNM1L/RBFOX2/NIN/ZMYND8/ADNP/FMR1/SPG11/BLOC1S6/COBL/TMEM30A/UBE3A/TTL/TRAK2/MARK1/MTR/CAMSAP2/LRP1/ZSWIM6/UBE4B/BTBD3/NOTCH2/KIDINS220/WDR36/TAOK3/STXBP1/ACTR2/MYPN/PPP3CA/RB1/CELSR2/IQSEC1/EGFR/ASAP1/PRKCA/CUL4B/PAQR3/LMTK2/ATP7A/PTK2/KIF5B/NPTX1/SRGAP2C/ADCY6/FBXW8/PTPN11/TRAK1/CAMK1D/SHTN1/ADARB1/SIPA1L1/ITSN2/SLC9A6/SMURF1/MTOR/BMPR2/CUX1	66
GO:0051650	establishment of vesicle localization	26/640	66/4114	2.03082341013049e-06	0.000811060099420866	0.000746594816829552	FBXW11/PICALM/CLASP1/TMED2/SEC23A/KIF3B/SPG11/BLOC1S6/PPP6R3/SEC24A/TRAK2/KLHL12/WDR11/KIF13A/FNBP1L/SEC16A/SEC24D/FYCO1/GOLGA2/KIF5B/TRAK1/AP3M1/MYO6/HTT/ANKRD28/SEC22B	26
GO:0048812	neuron projection morphogenesis	47/640	157/4114	2.61175980670415e-06	0.000927174731379974	0.000853480339173263	SPAST/XK/PIK3CB/MAP4K4/PICALM/TOP2B/USP33/CTTN/DNM1L/RBFOX2/NIN/ADNP/SPG11/COBL/UBE3A/TTL/TRAK2/LRP1/ZSWIM6/BTBD3/NOTCH2/KIDINS220/WDR36/TAOK3/STXBP1/ACTR2/MYPN/PPP3CA/CELSR2/EGFR/PRKCA/LMTK2/ATP7A/PTK2/KIF5B/NPTX1/FBXW8/PTPN11/TRAK1/SHTN1/ADARB1/SIPA1L1/ITSN2/SLC9A6/SMURF1/BMPR2/CUX1	47
GO:0016358	dendrite development	26/640	68/4114	3.93491220444438e-06	0.00125720444931998	0.00115727838939133	ARID1B/PICALM/DNM1L/RBFOX2/ZMYND8/FMR1/COBL/UBE3A/TRAK2/MARK1/CAMSAP2/BTBD3/KIDINS220/ACTR2/PPP3CA/CELSR2/IQSEC1/ASAP1/SRGAP2C/FBXW8/TRAK1/CAMK1D/SIPA1L1/SLC9A6/MTOR/CUX1	26
