gene_id	genes	cluster	original_id	gene_biotype	external_gene_name	entrezgene_id	description	chromosome_name	start_position	end_position	strand
ENSG00000002016	ENSG00000002016	3	ENSG00000002016	protein_coding	RAD52	5893	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]	12	911736	990053	-1
ENSG00000003987	ENSG00000003987	3	ENSG00000003987	protein_coding	MTMR7	9108	myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]	8	17296794	17413528	-1
ENSG00000006459	ENSG00000006459	3	ENSG00000006459	protein_coding	KDM7A	80853	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	7	140084746	140176983	-1
ENSG00000008086	ENSG00000008086	3	ENSG00000008086	protein_coding	CDKL5	6792	cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]	X	18425583	18653629	1
ENSG00000015133	ENSG00000015133	3	ENSG00000015133	protein_coding	CCDC88C	440193	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]	14	91271323	91417844	-1
ENSG00000023516	ENSG00000023516	3	ENSG00000023516	protein_coding	AKAP11	11215	A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]	13	42272152	42323261	1
ENSG00000037965	ENSG00000037965	3	ENSG00000037965	protein_coding	HOXC8	3224	homeobox C8 [Source:HGNC Symbol;Acc:HGNC:5129]	12	54008985	54012769	1
ENSG00000040608	ENSG00000040608	3	ENSG00000040608	protein_coding	RTN4R	65078	reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]	22	20241415	20283246	-1
ENSG00000040933	ENSG00000040933	3	ENSG00000040933	protein_coding	INPP4A	3631	inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]	2	98444854	98594392	1
ENSG00000041353	ENSG00000041353	3	ENSG00000041353	protein_coding	RAB27B	5874	RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]	18	54717860	54895516	1
ENSG00000043591	ENSG00000043591	3	ENSG00000043591	protein_coding	ADRB1	153	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]	10	114043866	114046904	1
ENSG00000052795	ENSG00000052795	3	ENSG00000052795	protein_coding	FNIP2	57600	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]	4	158769026	158908050	1
ENSG00000053254	ENSG00000053254	3	ENSG00000053254	protein_coding	FOXN3	1112	forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]	14	89124871	89619149	-1
ENSG00000054654	ENSG00000054654	3	ENSG00000054654	protein_coding	SYNE2	23224	spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]	14	63761899	64226433	1
ENSG00000057657	ENSG00000057657	3	ENSG00000057657	protein_coding	PRDM1	639	PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]	6	105993463	106109939	1
ENSG00000063438	ENSG00000063438	3	ENSG00000063438	protein_coding	AHRR	57491	aryl hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]	5	321714	438291	1
ENSG00000064393	ENSG00000064393	3	ENSG00000064393	protein_coding	HIPK2	28996	homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]	7	139561570	139777998	-1
ENSG00000065526	ENSG00000065526	3	ENSG00000065526	protein_coding	SPEN	23013	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]	1	15836095	15940456	1
ENSG00000066739	ENSG00000066739	3	ENSG00000066739	protein_coding	ATG2B	55102	autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]	14	96279195	96363341	-1
ENSG00000066933	ENSG00000066933	3	ENSG00000066933	protein_coding	MYO9A	4649	myosin IXA [Source:HGNC Symbol;Acc:HGNC:7608]	15	71822291	72118577	-1
ENSG00000067208	ENSG00000067208	3	ENSG00000067208	protein_coding	EVI5	7813	ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501]	1	92508696	92792404	-1
ENSG00000077157	ENSG00000077157	3	ENSG00000077157	protein_coding	PPP1R12B	4660	protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]	1	202348699	202592706	1
ENSG00000077235	ENSG00000077235	3	ENSG00000077235	protein_coding	GTF3C1	2975	general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]	16	27459555	27549913	-1
ENSG00000079482	ENSG00000079482	3	ENSG00000079482	protein_coding	OPHN1	4983	oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148]	X	67949349	68433913	-1
ENSG00000080200	ENSG00000080200	3	ENSG00000080200	protein_coding	CRYBG3	131544	crystallin beta-gamma domain containing 3 [Source:HGNC Symbol;Acc:HGNC:34427]	3	97822011	97944984	1
